WA_ID,HI_NAME,RA_HI,DEC_HI,HI_redshift,HI_agreement,HI_class,HI_class_label,RA_OPTICAL,DEC_OPTICAL,Flag_NEDLVS,Environ_density,Mstellar,SFR,Flags,PA
WA_J000013.30+330803.00,J000012.65+330807.3,0.052729,33.135362,0.016543893935815,0.714285714285714,1,Lopsided,0.05541666667,33.13416666667,1,nan,nan,nan,STAR
WA_J000250.21+312905.60,J000250.07+312907.0,0.708635,31.485265,0.016231070907165,0.714285714285714,0,Regular,0.70920833333,31.48488888889,1,nan,nan,nan,STAR,
WA_J020011.19+373612.10,J020011.59+373612.9,30.048301,37.60359,0.013221831362784,0.714285714285714,1,Lopsided,30.046625,37.60336111111,1,0.048459607793093,9.482,-0.572,
WA_J020126.54+284403.50,J020126.40+284409.4,30.360018,28.73594,0.016878755111248,0.75,0,Regular,30.36058333333,28.73430555556,1,-0.109246317930412,9.871,-0.267,,60
WA_J020344.83+381531.40,J020344.33+381544.2,30.934693,38.262284,0.019038802414117,0.833333333333333,1,Lopsided,30.93679166667,38.25872222222,1,0.104854379986292,11.13,0.489,
WA_J021612.79+323858.20,J021612.40+323859.6,34.051686,32.649893,0.015765830209734,0.714285714285714,0,Regular,34.05329166667,32.6495,1,nan,nan,nan,
WA_J021851.25+334327.70,J021851.22+334325.7,34.71343,33.723808,0.016529339757035,0.857142857142857,0,Regular,34.71354166667,33.72436111111,1,0.052265779813614,9.965,-0.14,
WA_J021952.72+290210.50,J021952.89+290205.7,34.970381,29.034904,0.016383820887404,0.857142857142857,0,Regular,34.96966666667,29.03625,1,nan,nan,nan,,-160
WA_J022113.40+424545.70,J022113.67+424544.3,35.306942,42.762307,0.001834344574573,1,0,Regular,35.30583333333,42.76269444444,1,1.21487018467738,8.21,-1.855,"faint, stars"
WA_J022205.07+335642.50,J022205.35+335641.6,35.522305,33.944897,0.016434747752391,1,1,Lopsided,35.521125,33.94513888889,1,0.444796602264326,9.339,0.084,
WA_J022240.47+282755.40,J022240.93+282758.8,35.670542,28.46634,0.03151196408595,0.714285714285714,1,Lopsided,35.668625,28.46538888889,1,nan,nan,nan,,60
WA_J022434.11+331006.70,J022434.14+331008.5,36.142238,33.169032,0.014474116621658,0.857142857142857,0,Regular,36.142125,33.16852777778,1,0.370336479770627,9.66,-0.555,
WA_J022453.25+431930.40,J022453.47+431928.4,36.222809,43.324552,0.017352304804482,0.714285714285714,0,Regular,36.221875,43.32511111111,1,0.475531664045008,10.521,-1.314,
WA_J022516.26+420523.60,J022516.99+420530.2,36.320774,42.091724,0.014981701738335,0.833333333333333,1,Lopsided,36.31775,42.08988888889,1,1.14271956083454,10.522,-0.201,
WA_J022600.49+392815.30,J022601.02+392818.5,36.504266,39.471805,0.015925708643954,0.714285714285714,1,Lopsided,36.50204166667,39.47091666667,1,0.167904545844403,10.72,0.02,
WA_J022605.18+420838.70,J022605.15+420844.7,36.521451,42.145738,0.018227710134951,0.857142857142857,1,Lopsided,36.52158333333,42.14408333333,1,1.31973101796734,10.569,0.434,
WA_J022646.33+415004.20,J022646.34+415003.4,36.693103,41.834277,0.018782913145169,0.857142857142857,1,Lopsided,36.69304166667,41.8345,1,1.28545267848933,10.233,0.829,
WA_J023222.68+421155.30,J023222.52+421153.1,38.093824,42.198088,0.014292959235423,1,0,Regular,38.0945,42.19869444444,1,0.652972968860555,10.137,-0.298,
WA_J023342.96+403141.22,J023342.72+403146.3,38.428019,40.52954,0.001657672909392,1,0,Regular,38.42899143632,40.52811642996,1,1.69943930696374,nan,nan,"faint, STAR"
WA_J023425.80+325716.18,J023426.51+325730.1,38.610473,32.958347,0.014800363041257,0.857142857142857,1,Lopsided,38.60751044917,32.95449373545,1,1.05368340627003,10.747,-0.203,
WA_J023436.83+345210.00,J023436.72+345206.9,38.652984,34.868592,0.012282840380105,0.714285714285714,0,Regular,38.65345833333,34.86944444444,1,nan,nan,nan,
WA_J023503.19+412126.50,J023502.80+412153.8,38.761648,41.364957,0.015620529839217,0.857142857142857,3,---,38.76329166667,41.35736111111,1,0.36552682500785,10.301,-0.342,
WA_J023524.87+405211.00,J023525.44+405226.3,38.855983,40.873969,0.018877942727579,1,1,Lopsided,38.853625,40.86972222222,1,0.246112063976618,11.26,0.421,
WA_J023623.67+314237.65,J023623.81+314235.5,39.099213,31.709869,0.01616562068398,0.714285714285714,1,Lopsided,39.09860840215,31.71045934747,1,0.48858805185976,10.113,0.193,
WA_J023632.10+313551.20,J023632.06+313547.5,39.133603,31.596534,0.016027475672582,0.75,0,Regular,39.13375,31.59755555556,1,0.310351419932602,9.562,-0.415,
WA_J023836.98+320410.87,J023837.10+320415.8,39.654566,32.071049,0.017038984106975,0.833333333333333,0,Regular,39.65408405163,32.06968481917,1,0.402448015536234,10.55,-0.062,
WA_J023914.91+300905.01,J023915.03+300849.6,39.812644,30.147118,0.003009027081244,1,1,Lopsided,39.81213916667,30.15139277778,1,0.648451748305367,9.493,-0.441,
WA_J024019.19+321544.10,J024018.42+321541.6,40.076743,32.261567,0.014713343480467,1,1,Lopsided,40.07995833333,32.26225,1,0.641415082282754,10.153,0.027,
WA_J024210.84+432118.70,J024210.91+432116.3,40.545452,43.354539,0.001594086362803,1,1,Lopsided,40.54516666667,43.35519444444,1,1.26723988020026,nan,-2.395,STAR
